MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OverallCond,OverallQual,PavedDrive,RoofMatl,SaleCondition,SalePrice,SaleType,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold
None,None,0,2,SawyerW,7,7,Y,CompShg,Normal,194500.0,WD,Pave,7,996.0,370,1993,2010
BrkFace,None,0,12,NridgHt,5,8,Y,CompShg,Partial,318000.0,New,Pave,7,1694.0,168,2007,2007
None,None,0,4,Edwards,4,6,Y,CompShg,Normal,113000.0,WD,Pave,7,735.0,0,1945,2010
Stone,None,0,4,Somerst,5,8,Y,CompShg,Normal,262500.0,WD,Pave,7,1566.0,144,2008,2010
None,None,0,8,OldTown,9,5,Y,CompShg,Normal,110500.0,WD,Pave,4,686.0,58,1945,2007
None,None,0,4,OldTown,4,5,Y,CompShg,Normal,79000.0,WD,Pave,6,540.0,0,1900,2006
None,None,0,4,SawyerW,6,6,Y,CompShg,Normal,120000.0,WD,Pave,6,626.0,0,1980,2009
None,None,0,5,SawyerW,5,7,Y,CompShg,Normal,205000.0,WD,Pave,8,948.0,0,1994,2010
BrkFace,None,0,6,NWAmes,5,7,Y,CompShg,Normal,241500.0,WD,Pave,6,1845.0,197,1988,2006
None,None,0,4,OldTown,8,6,Y,CompShg,Normal,137000.0,WD,Pave,9,1020.0,0,1910,2006
None,None,0,6,NAmes,5,6,Y,CompShg,Normal,140000.0,WD,Pave,5,1367.0,0,1954,2006
BrkFace,None,0,9,CollgCr,5,7,Y,CompShg,Normal,180000.0,WD,Pave,8,840.0,144,2003,2007
BrkCmn,Shed,500,6,ClearCr,7,6,Y,CompShg,Normal,277000.0,WD,Pave,7,1444.0,0,1958,2007
None,Shed,450,5,BrkSide,2,3,Y,CompShg,Normal,76500.0,WD,Pave,6,728.0,263,1940,2010
Stone,None,0,12,Crawfor,5,8,Y,CompShg,Family,235000.0,WD,Pave,5,1573.0,123,2006,2007
None,None,0,12,SawyerW,5,6,Y,CompShg,Normal,173000.0,WD,Pave,6,798.0,138,2004,2008
BrkFace,None,0,10,NAmes,7,6,Y,CompShg,Normal,158000.0,CWD,Pave,7,1302.0,333,1964,2007
None,None,0,6,NAmes,6,5,Y,CompShg,Normal,145000.0,WD,Pave,5,1314.0,250,1957,2010
BrkFace,None,0,2,Gilbert,5,7,Y,CompShg,Normal,230000.0,WD,Pave,8,975.0,192,1999,2006
None,None,0,5,Somerst,5,6,Y,CompShg,Normal,207500.0,WD,Pave,7,864.0,216,2003,2008
Stone,None,0,3,CollgCr,5,7,Y,CompShg,Abnorml,220000.0,WD,Pave,8,1604.0,123,2006,2009
BrkFace,None,0,5,CollgCr,5,7,Y,CompShg,Normal,231500.0,WD,Pave,7,963.0,0,2001,2008
None,None,0,12,OldTown,5,5,Y,CompShg,Normal,97000.0,WD,Pave,4,0.0,0,1956,2008
BrkFace,None,0,5,NAmes,5,6,Y,CompShg,Normal,176000.0,WD,Pave,6,1362.0,0,1962,2009
Stone,None,0,11,CollgCr,5,8,Y,CompShg,Partial,276000.0,New,Pave,10,1482.0,0,2007,2007
BrkFace,None,0,7,Sawyer,7,6,Y,CompShg,Normal,151000.0,WD,Pave,6,506.0,292,1977,2006
None,None,0,4,OldTown,7,5,Y,CompShg,Normal,130000.0,WD,Pave,6,926.0,0,1929,2010
None,None,0,6,OldTown,5,5,N,CompShg,Normal,73000.0,WD,Pave,4,680.0,0,1925,2008
BrkFace,None,0,6,NWAmes,6,6,Y,CompShg,Normal,175500.0,WD,Pave,7,1422.0,276,1981,2008
None,None,0,6,Gilbert,5,6,Y,CompShg,Normal,185000.0,WD,Pave,8,802.0,95,1997,2006
None,None,0,7,SWISU,8,5,Y,CompShg,Normal,179500.0,WD,Pave,8,720.0,262,1939,2008
None,None,0,2,IDOTRR,6,5,Y,CompShg,Normal,120500.0,WD,Pave,4,740.0,0,1940,2008
BrkFace,None,0,5,Edwards,7,6,Y,CompShg,Normal,148000.0,WD,Pave,6,1143.0,370,1976,2007
None,None,0,8,Somerst,5,8,Y,CompShg,Partial,266000.0,New,Pave,8,1095.0,192,2006,2006
None,None,0,4,ClearCr,7,7,Y,Membran,Normal,241500.0,WD,Pave,5,1385.0,81,1954,2008
BrkFace,None,0,4,NoRidge,7,8,Y,CompShg,Normal,290000.0,WD,Pave,9,1152.0,132,1999,2010
BrkCmn,None,0,4,NAmes,6,6,Y,CompShg,Normal,139000.0,WD,Pave,6,1240.0,289,1958,2009
None,None,0,6,Mitchel,7,5,Y,CompShg,Normal,124500.0,WD,Pave,5,816.0,168,1982,2007
None,None,0,10,BrkSide,7,7,Y,CompShg,Normal,205000.0,WD,Pave,5,952.0,74,1925,2009
None,None,0,4,Mitchel,5,7,Y,CompShg,Normal,201000.0,WD,Pave,7,1560.0,100,2003,2010
None,None,0,6,Gilbert,5,4,Y,CompShg,Normal,141000.0,WD,Pave,4,864.0,0,1951,2010
BrkFace,None,0,5,NridgHt,5,9,Y,CompShg,Partial,415298.0,New,Pave,8,2121.0,124,2006,2007
BrkFace,None,0,3,ClearCr,5,7,Y,CompShg,Normal,192000.0,WD,Pave,8,1160.0,288,1977,2008
BrkFace,None,0,1,SawyerW,6,7,Y,CompShg,Normal,228500.0,WD,Pave,7,807.0,0,1989,2007
Stone,None,0,5,Somerst,5,6,Y,CompShg,Partial,185000.0,New,Pave,5,1262.0,0,2006,2006
Stone,None,0,4,NridgHt,5,7,Y,CompShg,Normal,207500.0,ConLw,Pave,6,1314.0,172,2007,2009
Stone,None,0,12,Somerst,5,8,Y,CompShg,Partial,244600.0,New,Pave,6,1468.0,210,2008,2009
None,None,0,7,SawyerW,5,6,Y,CompShg,Normal,179200.0,WD,Pave,5,1575.0,0,1992,2007
None,None,0,6,Somerst,5,7,Y,CompShg,Partial,164700.0,New,Pave,5,625.0,0,2006,2007
None,None,0,6,NAmes,7,6,Y,CompShg,Normal,159000.0,WD,Pave,7,912.0,0,1962,2006
None,None,0,6,NAmes,4,4,Y,CompShg,Normal,88000.0,WD,Pave,5,858.0,0,1971,2006
BrkFace,None,0,2,Sawyer,5,5,Y,CompShg,Normal,122000.0,WD,Pave,5,882.0,0,1967,2010
None,None,0,7,BrkSide,7,6,Y,CompShg,Normal,153575.0,WD,Pave,7,698.0,0,1915,2007
None,None,0,7,CollgCr,5,8,Y,CompShg,Partial,233230.0,New,Pave,8,1079.0,0,2006,2006
None,None,0,3,SWISU,6,5,N,CompShg,Normal,135900.0,WD,Pave,9,780.0,0,1912,2008
None,None,0,1,Edwards,4,5,Y,CompShg,Normal,131000.0,WD,Pave,8,768.0,0,1949,2009
BrkFace,None,0,3,NWAmes,7,7,Y,CompShg,Normal,235000.0,WD,Pave,9,795.0,0,1977,2006
Stone,None,0,10,NAmes,5,6,Y,CompShg,Normal,167000.0,WD,Pave,7,1416.0,110,1953,2009
None,None,0,3,Mitchel,6,6,Y,CompShg,Normal,142500.0,WD,Pave,6,1003.0,120,1984,2006
None,None,0,6,IDOTRR,5,5,Y,CompShg,Normal,152000.0,WD,Pave,6,910.0,289,1950,2007
BrkFace,None,0,6,Somerst,5,7,Y,CompShg,Normal,239000.0,WD,Pave,7,975.0,0,1997,2007
BrkFace,None,0,6,NWAmes,6,6,Y,CompShg,Normal,175000.0,WD,Pave,7,702.0,224,1968,2007
None,None,0,8,Crawfor,8,6,Y,CompShg,Family,158500.0,WD,Pave,6,1092.0,0,1950,2009
BrkFace,None,0,6,Crawfor,5,5,Y,CompShg,Normal,157000.0,WD,Pave,5,1165.0,0,1953,2006
None,None,0,5,CollgCr,5,8,Y,CompShg,Normal,267000.0,WD,Pave,9,1028.0,208,1998,2007
BrkFace,None,0,1,CollgCr,5,7,Y,CompShg,Normal,205000.0,WD,Pave,6,1541.0,468,2001,2006
None,None,0,7,CollgCr,7,5,Y,CompShg,Abnorml,149900.0,WD,Pave,5,894.0,256,1972,2006
None,None,0,5,OldTown,9,7,Y,CompShg,Normal,295000.0,WD,Pave,10,1470.0,302,1880,2008
Stone,None,0,7,CollgCr,5,8,Y,CompShg,Normal,305900.0,WD,Pave,8,2000.0,168,2004,2007
BrkFace,None,0,6,SawyerW,5,7,Y,CompShg,Normal,225000.0,WD,Pave,8,700.0,127,1990,2007
None,None,0,3,IDOTRR,7,6,N,CompShg,Normal,89500.0,WD,Pave,6,319.0,0,1920,2008
None,None,0,3,Edwards,5,4,Y,CompShg,Normal,82500.0,WD,Pave,4,861.0,158,1940,2009
None,None,0,11,NridgHt,5,9,Y,CompShg,Normal,360000.0,WD,Pave,8,1896.0,208,2003,2006
BrkFace,None,0,5,Gilbert,5,6,Y,CompShg,Normal,165600.0,WD,Pave,6,697.0,190,1993,2006
None,None,0,5,NAmes,6,6,Y,CompShg,Normal,132000.0,WD,Pave,5,972.0,0,1948,2009
None,None,0,5,OldTown,7,5,Y,CompShg,Normal,119900.0,WD,Pave,5,793.0,0,1939,2006
None,None,0,6,Timber,5,7,Y,CompShg,Normal,375000.0,WD,Pave,8,2136.0,0,1965,2009
None,None,0,8,OldTown,7,7,Y,CompShg,Normal,178000.0,WD,Pave,6,728.0,0,1925,2006
None,None,0,7,Gilbert,5,7,Y,CompShg,Normal,188500.0,WD,Pave,6,716.0,100,2004,2009
BrkFace,None,0,8,NWAmes,7,7,Y,CompShg,Normal,260000.0,WD,Pave,10,845.0,288,1980,2009
None,None,0,12,Somerst,5,8,Y,CompShg,Normal,270000.0,WD,Pave,8,1088.0,208,2006,2007
BrkFace,None,0,4,NoRidge,5,7,Y,CompShg,Normal,260000.0,WD,Pave,9,1347.0,340,1993,2009
BrkFace,None,0,6,NWAmes,5,7,Y,CompShg,Normal,187500.0,WD,Pave,6,1372.0,233,1980,2009
Stone,None,0,9,NridgHt,5,9,Y,CompShg,Partial,342643.0,New,Pave,9,1249.0,240,2006,2006
BrkFace,None,0,6,NridgHt,5,8,Y,CompShg,Normal,354000.0,WD,Pave,10,1136.0,184,2004,2007
BrkFace,None,0,8,SawyerW,5,7,Y,CompShg,Normal,301000.0,WD,Pave,8,1502.0,201,1986,2007
None,None,0,7,OldTown,8,3,Y,CompShg,Normal,126175.0,WD,Pave,6,1162.0,142,1955,2006
BrkFace,None,0,6,NAmes,7,7,Y,WdShake,Normal,242000.0,WD,Pave,11,710.0,240,1967,2010
None,None,0,12,IDOTRR,6,5,Y,CompShg,Normal,87000.0,WD,Pave,5,720.0,0,1941,2007
None,None,0,5,Veenker,5,8,Y,CompShg,Normal,324000.0,Con,Pave,6,1719.0,122,1993,2008
BrkFace,None,0,4,NAmes,5,6,Y,CompShg,Normal,145250.0,WD,Pave,7,1383.0,0,1960,2006
None,None,0,7,BrkSide,6,6,Y,CompShg,Normal,214500.0,WD,Pave,10,844.0,0,1916,2009
None,None,0,7,IDOTRR,5,5,N,CompShg,Normal,78000.0,WD,Pave,6,596.0,0,1920,2009
BrkFace,None,0,11,NAmes,4,5,Y,CompShg,Normal,119000.0,WD,Pave,10,1728.0,155,1964,2007
None,None,0,8,NAmes,6,5,Y,CompShg,Normal,139000.0,WD,Pave,6,1056.0,0,1958,2007
BrkFace,None,0,10,NridgHt,5,8,Y,CompShg,Normal,284000.0,WD,Pave,7,3206.0,0,2003,2009
Stone,None,0,7,NridgHt,5,7,Y,CompShg,Normal,207000.0,WD,Pave,6,1358.0,192,2004,2008
None,None,0,7,Gilbert,5,6,Y,CompShg,Normal,192000.0,WD,Pave,7,943.0,100,1998,2008
None,Shed,700,8,Timber,6,5,Y,CompShg,Normal,228950.0,WD,Grvl,7,1499.0,670,1965,2008
Stone,None,0,7,StoneBr,5,9,Y,CompShg,Normal,377426.0,WD,Pave,8,1922.0,178,2005,2007
BrkFace,None,0,12,CollgCr,5,7,Y,CompShg,Normal,214000.0,WD,Pave,7,1536.0,192,2002,2008
None,Shed,400,5,NWAmes,7,7,Y,CompShg,Normal,202500.0,WD,Pave,8,1208.0,108,1984,2006
BrkFace,None,0,6,NAmes,7,6,Y,CompShg,Normal,155000.0,WD,Pave,6,1215.0,0,1958,2009
None,None,0,4,Timber,5,8,Y,CompShg,Normal,202900.0,WD,Pave,9,967.0,135,2002,2010
None,None,0,9,SawyerW,4,4,N,CompShg,Normal,82000.0,WD,Pave,4,721.0,250,1950,2009
BrkFace,None,0,5,NAmes,4,3,Y,CompShg,Normal,87500.0,WD,Pave,6,0.0,0,1949,2006
BrkFace,None,0,7,NridgHt,5,9,Y,CompShg,Normal,266000.0,WD,Pave,6,1684.0,495,2005,2008
None,None,0,4,MeadowV,3,5,Y,CompShg,Normal,85000.0,WD,Pave,4,536.0,182,1976,2010
None,None,0,10,BrkSide,5,6,Y,CompShg,Normal,140200.0,WD,Pave,6,972.0,0,1939,2006
None,Gar2,15500,4,NAmes,8,6,Y,CompShg,Normal,151500.0,WD,Pave,5,958.0,0,1960,2007
BrkFace,None,0,12,NAmes,5,6,Y,CompShg,Normal,157500.0,WD,Pave,6,1478.0,0,1960,2009
Stone,None,0,10,NridgHt,5,7,Y,CompShg,Normal,154000.0,WD,Pave,6,764.0,0,2003,2008
BrkFace,None,0,4,NridgHt,5,9,Y,CompShg,Partial,437154.0,New,Pave,10,1848.0,0,2005,2006
BrkFace,None,0,12,NridgHt,5,9,Y,CompShg,Partial,318061.0,New,Pave,6,1869.0,210,2007,2007
None,None,0,12,ClearCr,5,7,Y,CompShg,Abnorml,190000.0,WD,Pave,6,1453.0,0,1986,2006
None,None,0,3,Edwards,6,5,Y,CompShg,Normal,95000.0,ConLw,Pave,5,616.0,48,1941,2008
None,None,0,5,OldTown,8,6,Y,CompShg,Normal,105900.0,WD,Pave,5,624.0,106,1928,2010
None,None,0,6,SWISU,5,6,Y,CompShg,Normal,140000.0,WD,Pave,6,940.0,0,1940,2006
None,None,0,8,CollgCr,5,6,Y,CompShg,Normal,177500.0,WD,Pave,6,1200.0,0,1995,2007
BrkFace,None,0,7,Gilbert,6,6,Y,CompShg,Normal,173000.0,WD,Pave,6,1158.0,120,1992,2009
None,None,0,8,MeadowV,5,5,Y,CompShg,Normal,134000.0,WD,Pave,6,1142.0,536,1976,2007
BrkFace,None,0,7,ClearCr,4,5,Y,CompShg,Abnorml,130000.0,WD,Pave,6,1062.0,168,1958,2006
BrkFace,None,0,6,NoRidge,5,8,Y,CompShg,Normal,280000.0,WD,Pave,7,1086.0,208,1998,2006
None,None,0,6,Mitchel,6,6,Y,CompShg,Normal,156000.0,WD,Pave,5,888.0,0,1978,2007
None,None,0,7,BrkSide,5,5,N,CompShg,Normal,145000.0,WD,Pave,8,883.0,0,1940,2008
BrkFace,None,0,7,Edwards,5,7,Y,CompShg,Normal,198500.0,ConLD,Pave,7,0.0,0,2003,2009
BrkFace,None,0,5,BrDale,8,6,Y,CompShg,Normal,118000.0,WD,Pave,5,483.0,250,1972,2009
BrkFace,None,0,7,NWAmes,5,6,Y,CompShg,Normal,190000.0,WD,Pave,6,796.0,306,1976,2006
None,None,0,7,IDOTRR,7,5,Y,CompShg,Normal,147000.0,WD,Pave,6,672.0,0,1920,2009
BrkFace,None,0,7,NAmes,5,6,Y,CompShg,Normal,159000.0,WD,Pave,6,1394.0,0,1963,2009
BrkFace,None,0,12,NAmes,5,6,Y,Tar&Grv,Normal,165000.0,WD,Pave,6,1099.0,64,1962,2008
BrkFace,None,0,3,NAmes,6,5,Y,CompShg,Normal,132000.0,WD,Pave,7,1268.0,0,1954,2010
None,None,0,3,NAmes,7,5,Y,CompShg,Normal,162000.0,WD,Pave,7,1063.0,364,1959,2010
None,None,0,1,Gilbert,5,6,Y,CompShg,Normal,172400.0,WD,Pave,7,953.0,100,2000,2006
None,None,0,7,ClearCr,4,4,N,CompShg,Normal,134432.0,WD,Pave,7,0.0,0,1959,2008
None,None,0,2,SawyerW,5,6,Y,CompShg,Normal,125000.0,WD,Pave,4,744.0,353,1984,2010
None,None,0,11,NAmes,6,5,Y,CompShg,Normal,123000.0,WD,Pave,5,608.0,66,1953,2009
None,None,0,7,CollgCr,5,7,Y,CompShg,Normal,219500.0,WD,Pave,8,847.0,100,2003,2007
None,None,0,3,Edwards,1,1,Y,CompShg,Normal,61000.0,WD,Pave,4,683.0,0,1922,2009
None,None,0,7,CollgCr,5,5,Y,CompShg,Normal,148000.0,WD,Pave,5,870.0,0,1996,2006
None,None,0,12,Somerst,5,8,Y,CompShg,Normal,340000.0,WD,Pave,8,1580.0,159,2004,2007
Stone,None,0,6,StoneBr,2,9,Y,CompShg,Partial,394432.0,New,Pave,8,1856.0,113,2010,2010
BrkFace,None,0,6,Gilbert,5,6,Y,CompShg,Normal,179000.0,WD,Pave,7,982.0,100,2000,2009
None,None,0,5,SWISU,6,5,Y,CompShg,Normal,127000.0,WD,Pave,6,1026.0,0,1924,2010
None,None,0,8,Somerst,5,7,Y,CompShg,Partial,187750.0,New,Pave,5,1293.0,216,2006,2006
None,None,0,4,CollgCr,5,7,Y,CompShg,Normal,213500.0,WD,Pave,8,939.0,144,2006,2007
None,None,0,10,SawyerW,3,6,N,CompShg,Normal,76000.0,WD,Pave,5,784.0,0,1928,2009
None,None,0,6,ClearCr,5,6,Y,CompShg,Normal,240000.0,WD,Pave,9,1580.0,216,1992,2007
BrkFace,None,0,4,Blmngtn,5,8,Y,CompShg,Normal,192000.0,WD,Pave,6,1256.0,146,2004,2010
None,None,0,5,Edwards,3,5,N,CompShg,AdjLand,81000.0,WD,Pave,8,658.0,0,1910,2006
BrkFace,None,0,10,Edwards,6,6,Y,CompShg,Abnorml,125000.0,WD,Pave,6,1041.0,296,1976,2009
BrkFace,None,0,7,CollgCr,5,7,Y,CompShg,Normal,191000.0,WD,Pave,6,1468.0,120,1999,2008
Stone,None,0,8,NridgHt,5,10,Y,CompShg,Partial,426000.0,New,Pave,9,1682.0,196,2007,2008
None,None,0,4,Edwards,8,5,Y,CompShg,Normal,119000.0,WD,Pave,7,861.0,0,1900,2008
None,None,0,6,Mitchel,5,6,Y,CompShg,Normal,215000.0,WD,Pave,7,804.0,125,2001,2009
None,Shed,1200,7,NAmes,7,5,Y,CompShg,Normal,106500.0,WD,Pave,5,0.0,0,1959,2007
None,None,0,4,BrkSide,5,4,Y,CompShg,Abnorml,100000.0,WD,Pave,4,788.0,0,1941,2006
None,None,0,7,OldTown,6,5,Y,CompShg,Normal,109000.0,WD,Pave,5,735.0,0,1940,2007
None,None,0,6,Edwards,6,5,Y,CompShg,Normal,129000.0,WD,Pave,6,1144.0,44,1956,2010
None,None,0,9,CollgCr,5,5,Y,CompShg,Normal,123000.0,WD,Pave,6,894.0,215,1972,2009
BrkFace,None,0,7,NAmes,5,5,Y,CompShg,Normal,169500.0,WD,Pave,8,864.0,0,1962,2007
None,None,0,11,IDOTRR,2,5,N,CompShg,Abnorml,67000.0,WD,Pave,6,961.0,0,1920,2007
Stone,None,0,10,Somerst,5,7,Y,CompShg,Normal,241000.0,WD,Pave,7,1092.0,0,2006,2009
None,None,0,12,Veenker,5,8,Y,CompShg,Normal,245500.0,WD,Pave,4,1260.0,120,1996,2008
None,None,0,7,CollgCr,5,7,Y,CompShg,Partial,164990.0,New,Pave,6,1310.0,0,2005,2006
None,None,0,8,Sawyer,8,5,N,CompShg,Normal,108000.0,WD,Pave,4,672.0,168,1940,2008
BrkFace,None,0,7,NoRidge,5,8,Y,CompShg,Abnorml,258000.0,WD,Pave,10,1141.0,144,1998,2006
None,None,0,5,Gilbert,5,6,Y,CompShg,Normal,168000.0,WD,Pave,7,806.0,0,1995,2007
None,None,0,6,Sawyer,4,4,Y,CompShg,Normal,150000.0,WD,Pave,8,1281.0,120,1976,2009
None,None,0,3,SWISU,5,6,Y,CompShg,Normal,115000.0,WD,Pave,6,1064.0,0,1936,2008
None,None,0,3,Crawfor,7,6,Y,CompShg,Normal,177000.0,WD,Pave,8,840.0,0,1915,2008
BrkFace,None,0,8,NridgHt,5,7,Y,CompShg,Partial,280000.0,New,Pave,9,1063.0,192,2006,2007
Stone,None,0,4,Somerst,5,8,Y,CompShg,Partial,339750.0,New,Pave,8,1034.0,0,2007,2008
None,None,0,6,Edwards,3,5,Y,CompShg,Abnorml,60000.0,COD,Pave,5,1276.0,0,1958,2009
None,None,0,1,Gilbert,5,5,Y,CompShg,Normal,145000.0,WD,Pave,5,1056.0,264,1955,2006
Stone,None,0,6,Somerst,5,7,Y,CompShg,Partial,222000.0,New,Pave,7,1470.0,0,2009,2010
None,None,0,3,OldTown,6,5,Y,CompShg,Normal,115000.0,WD,Pave,5,1008.0,0,1927,2010
None,None,0,12,SawyerW,5,7,Y,CompShg,Normal,228000.0,WD,Pave,9,1080.0,196,1993,2008
None,None,0,8,Gilbert,5,7,Y,CompShg,Partial,181134.0,New,Pave,6,1340.0,100,2007,2007
BrkFace,None,0,3,Sawyer,7,6,Y,CompShg,Normal,149500.0,WD,Pave,6,672.0,0,1978,2006
None,None,0,11,Crawfor,6,6,N,CompShg,Normal,239000.0,WD,Pave,10,1370.0,0,1918,2007
None,None,0,4,Edwards,6,5,P,CompShg,AdjLand,126000.0,WD,Pave,7,756.0,0,1940,2007
None,None,0,7,NAmes,6,5,Y,CompShg,Normal,142000.0,WD,Pave,6,1056.0,0,1968,2010
BrkFace,None,0,11,Mitchel,5,7,Y,CompShg,Alloca,206300.0,WD,Pave,8,1344.0,0,1997,2008
Stone,None,0,6,NWAmes,7,6,Y,CompShg,Normal,215000.0,WD,Pave,8,1602.0,240,1977,2009
None,None,0,2,Mitchel,5,5,N,CompShg,Normal,113000.0,WD,Pave,4,988.0,0,1954,2008
BrkFace,None,0,6,NoRidge,5,8,Y,CompShg,Normal,315000.0,WD,Pave,8,1470.0,0,1998,2008
BrkFace,None,0,5,NAmes,5,6,Y,CompShg,Normal,139000.0,WD,Pave,6,1196.0,0,1956,2008
None,None,0,9,OldTown,8,7,P,CompShg,Normal,135000.0,WD,Pave,6,651.0,0,1946,2009
BrkFace,None,0,8,SawyerW,5,7,Y,CompShg,Normal,275000.0,WD,Pave,5,1518.0,80,1989,2009
None,None,0,7,NAmes,6,4,Y,CompShg,Normal,109008.0,WD,Pave,5,907.0,0,1957,2008
BrkFace,None,0,9,CollgCr,5,7,Y,CompShg,Partial,195400.0,New,Pave,6,1208.0,105,2007,2007
None,None,0,3,Timber,5,6,Y,CompShg,Normal,175000.0,WD,Pave,6,1392.0,0,1988,2009
BrkFace,None,0,7,BrDale,5,6,Y,CompShg,Abnorml,85400.0,COD,Pave,4,483.0,0,1971,2008
None,None,0,9,OldTown,7,6,N,CompShg,Abnorml,79900.0,ConLD,Pave,7,901.0,0,1920,2008
BrkFace,None,0,8,BrDale,5,5,Y,CompShg,Normal,122500.0,WD,Pave,6,765.0,240,1971,2007
None,None,0,7,Gilbert,5,6,Y,CompShg,Normal,181000.0,WD,Pave,7,926.0,0,1997,2008
None,None,0,6,MeadowV,7,4,Y,CompShg,Normal,81000.0,WD,Pave,3,630.0,88,1972,2008
None,None,0,4,CollgCr,6,7,Y,CompShg,Normal,212000.0,ConLw,Pave,6,799.0,158,1996,2009
None,None,0,10,OldTown,8,6,Y,CompShg,Normal,116000.0,WD,Pave,6,648.0,0,1920,2006
None,None,0,1,BrkSide,7,6,Y,CompShg,Normal,119000.0,WD,Pave,4,884.0,0,1926,2009
None,None,0,3,Crawfor,6,5,P,CompShg,Normal,90350.0,WD,Pave,4,440.0,0,1913,2007
None,Shed,800,8,Edwards,8,6,Y,CompShg,Normal,110000.0,ConLI,Pave,7,684.0,0,1920,2009
Stone,None,0,4,NridgHt,5,10,Y,CompShg,Normal,555000.0,WD,Pave,10,3094.0,0,2008,2009
BrkFace,None,0,9,Edwards,4,4,Y,CompShg,Normal,118000.0,WD,Pave,8,1440.0,0,1955,2008
None,None,0,6,BrkSide,7,5,P,CompShg,Normal,162900.0,WD,Pave,8,1078.0,0,1930,2008
BrkFace,None,0,6,Blmngtn,5,7,Y,CompShg,Partial,172500.0,New,Pave,6,1258.0,144,2006,2007
None,None,0,7,CollgCr,5,7,Y,CompShg,Normal,210000.0,WD,Pave,8,915.0,144,1994,2008
None,None,0,11,Edwards,5,6,Y,CompShg,Normal,127500.0,COD,Pave,7,1436.0,0,1956,2009
None,None,0,6,NAmes,6,6,Y,CompShg,Normal,190000.0,WD,Pave,6,1517.0,0,1966,2010
None,None,0,7,Gilbert,5,7,Y,CompShg,Normal,199900.0,WD,Pave,10,930.0,89,1998,2006
None,None,0,6,IDOTRR,6,6,N,CompShg,Normal,119500.0,WD,Pave,7,780.0,0,1937,2006
None,None,0,6,OldTown,7,3,Y,CompShg,Normal,120000.0,WD,Pave,6,649.0,0,1948,2007
None,None,0,6,OldTown,8,6,N,CompShg,Normal,110000.0,WD,Pave,5,813.0,0,1930,2006
None,None,0,12,ClearCr,5,7,Y,WdShngl,Normal,280000.0,WD,Pave,5,1533.0,200,1975,2006
BrkFace,None,0,7,Timber,5,6,Y,CompShg,Normal,204000.0,WD,Pave,7,872.0,144,1996,2007
None,None,0,6,Somerst,5,8,Y,CompShg,Normal,210000.0,WD,Pave,6,768.0,0,2008,2009
None,None,0,7,Mitchel,5,5,Y,CompShg,Family,188000.0,WD,Pave,8,1728.0,0,1976,2006
BrkFace,None,0,9,NWAmes,6,7,Y,CompShg,Normal,175500.0,WD,Pave,6,1242.0,0,1973,2007
None,None,0,5,OldTown,5,5,Y,CompShg,Abnorml,98000.0,COD,Pave,7,624.0,0,1916,2008
None,None,0,3,ClearCr,6,4,Y,Tar&Grv,Normal,256000.0,WD,Pave,6,1364.0,224,1954,2008
None,None,0,6,OldTown,7,8,Y,CompShg,Normal,161000.0,WD,Pave,7,588.0,192,1925,2008
BrkCmn,None,0,7,BrkSide,4,5,Y,CompShg,Normal,110000.0,WD,Pave,5,709.0,0,1950,2009
Stone,None,0,12,Somerst,5,8,Y,CompShg,Partial,263435.0,New,Pave,8,832.0,0,2009,2009
None,None,0,4,SWISU,9,7,Y,CompShg,Normal,155000.0,WD,Pave,6,560.0,256,1936,2009
None,None,0,12,Sawyer,5,5,Y,CompShg,Normal,62383.0,WD,Pave,5,864.0,0,1965,2009
None,None,0,8,Crawfor,7,6,Y,CompShg,Normal,188700.0,WD,Pave,6,715.0,0,1934,2008
BrkFace,None,0,8,CollgCr,5,5,Y,CompShg,Normal,124000.0,WD,Pave,5,1040.0,0,1978,2009
BrkFace,None,0,5,Blmngtn,5,7,Y,CompShg,Normal,178740.0,WD,Pave,6,1375.0,144,2004,2006
None,None,0,4,NAmes,5,7,Y,Tar&Grv,Normal,167000.0,WD,Pave,5,1277.0,0,1970,2007
Stone,None,0,6,NAmes,7,5,Y,CompShg,Normal,146500.0,WD,Pave,7,728.0,168,1942,2007
Stone,None,0,5,NridgHt,5,8,Y,CompShg,Normal,250000.0,WD,Pave,7,1626.0,0,2006,2007
BrkFace,None,0,6,SawyerW,5,6,Y,CompShg,Normal,187000.0,WD,Pave,7,832.0,144,1993,2008
None,None,0,6,StoneBr,5,8,Y,CompShg,Normal,212000.0,WD,Pave,4,1488.0,0,1985,2010
None,None,0,11,NWAmes,6,7,Y,WdShake,Normal,190000.0,WD,Pave,8,808.0,0,1977,2007
BrkFace,None,0,6,Edwards,5,6,Y,CompShg,Normal,148000.0,WD,Pave,5,547.0,0,2005,2008
BrkFace,None,0,7,NridgHt,5,8,Y,CompShg,Partial,440000.0,New,Pave,7,1976.0,250,2006,2007
None,None,0,8,StoneBr,5,8,Y,CompShg,Normal,251000.0,WD,Pave,6,1494.0,96,2000,2007
None,None,0,7,Sawyer,6,5,Y,CompShg,Normal,132500.0,WD,Pave,5,970.0,0,1963,2007
BrkFace,None,0,4,CollgCr,5,6,Y,CompShg,Normal,208900.0,WD,Pave,7,1478.0,140,1997,2008
